account_id,attention_priority,value_tier,gmv_total_6m,action_segment,primary_nba,nba_reason_code,execution_status,action_state,owner_role,named_owner_required,notify_am_before_send,playbook_id,recommended_channel,first_action,follow_up_days,success_condition,stop_condition,escalation_condition,guardrail_codes,draft_status,message_template_id,draft_customer_message,internal_task_brief,secondary_test,secondary_test_arm,secondary_test_draft,nurture_subcontext,recent_activity_status,lifecycle_context,rising_tail_watchlist,phase1_rollout_status,buyer_cadence,migration_progress_status,next_rerun_behaviour,change_type,change_flags,generated_action
ACC-220,P4,Tail,1119,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,False,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,30,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_NEW,"Hi {first_name},

Thanks for ordering with Fleek. As you get started, you can browse available stock in the app whenever suits you, and use Make an Offer if a price doesn't quite work. If you're looking for something specific, reply here and we'll help.

Best,
{sender_name}",,,,,New customer onboarding,No Meaningful History,New Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,BASELINE,BASELINE,8e9758ced7cd
ACC-221,P4,Tail,925,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,False,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,30,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,,Draft ready (not sent),NUR_NEW,"Hi {first_name},

Thanks for ordering with Fleek. As you get started, you can browse available stock in the app whenever suits you, and use Make an Offer if a price doesn't quite work. If you're looking for something specific, reply here and we'll help.

Best,
{sender_name}",,,,,New customer onboarding,Recently Active,New Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,BASELINE,BASELINE,0bec578febde
ACC-222,P4,Tail,880,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,False,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,30,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,FEB_SENSITIVE; LOW_CONFIDENCE,Draft ready (not sent),NUR_NEW,"Hi {first_name},

Thanks for ordering with Fleek. As you get started, you can browse available stock in the app whenever suits you, and use Make an Offer if a price doesn't quite work. If you're looking for something specific, reply here and we'll help.

Best,
{sender_name}",,,,,New customer onboarding,Recently Active,New Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,BASELINE,BASELINE,7999b569caa7
ACC-223,P4,Tail,550,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,False,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,60,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_DORMANT,"Hi {first_name},

Whenever you're planning your next stock buy, you can browse bundles on the Fleek app at any time. If you're looking for something specific, reply to this message and we'll do our best to help you find it. No pressure, just a friendly reminder that we're here.

Best,
{sender_name}",,,,,Dormant,No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,BASELINE,BASELINE,672587e39985
ACC-224,P4,Tail,501,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,False,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,30,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,NO_FEB_GMV (Feb unconfirmed); LOW_CONFIDENCE,Draft ready (not sent),NUR_NEW,"Hi {first_name},

Thanks for ordering with Fleek. As you get started, you can browse available stock in the app whenever suits you, and use Make an Offer if a price doesn't quite work. If you're looking for something specific, reply here and we'll help.

Best,
{sender_name}",,,,,New customer onboarding,Recently Active,New Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,BASELINE,BASELINE,0f37ffd37385
ACC-225,P4,Tail,493,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,False,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,60,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,,Draft ready (not sent),NUR_DORMANT,"Hi {first_name},

Whenever you're planning your next stock buy, you can browse bundles and handpicked stock on the Fleek app at any time. If you're looking for something specific, reply to this message and we'll do our best to help you find it. No pressure, just a friendly reminder that we're here.

Best,
{sender_name}",,,,,Dormant,Recent Inactivity,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,BASELINE,BASELINE,e0dbb37266d4
ACC-226,P4,Tail,486,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,False,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,60,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_DORMANT,"Hi {first_name},

Whenever you're planning your next stock buy, you can browse bundles on the Fleek app at any time. If you're looking for something specific, reply to this message and we'll do our best to help you find it. No pressure, just a friendly reminder that we're here.

Best,
{sender_name}",,,,,Dormant,No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,BASELINE,BASELINE,b2110c31973b
ACC-227,P4,Tail,461,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,False,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,30,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,FEB_SENSITIVE; LOW_CONFIDENCE,Draft ready (not sent),NUR_NEW,"Hi {first_name},

Thanks for ordering with Fleek. As you get started, you can browse available stock in the app whenever suits you, and use Make an Offer if a price doesn't quite work. If you're looking for something specific, reply here and we'll help.

Best,
{sender_name}",,,,,New customer onboarding,Recently Active,New Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,BASELINE,BASELINE,1a28b6518089
ACC-228,P4,Tail,457,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,False,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,30,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,FEB_SENSITIVE; LOW_CONFIDENCE,Draft ready (not sent),NUR_NEW,"Hi {first_name},

Thanks for ordering with Fleek. As you get started, you can browse available stock in the app whenever suits you, and use Make an Offer if a price doesn't quite work. If you're looking for something specific, reply here and we'll help.

Best,
{sender_name}",,,,,New customer onboarding,Recently Active,New Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,BASELINE,BASELINE,b4ec099e11b3
ACC-229,P4,Tail,442,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,False,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,30,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,NO_FEB_GMV (Feb unconfirmed); LOW_CONFIDENCE,Draft ready (not sent),NUR_NEW,"Hi {first_name},

Thanks for ordering with Fleek. As you get started, you can browse available stock in the app whenever suits you, and use Make an Offer if a price doesn't quite work. If you're looking for something specific, reply here and we'll help.

Best,
{sender_name}",,,,,New customer onboarding,Recently Active,New Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,BASELINE,BASELINE,419097fdf4a6
ACC-230,P4,Tail,422,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,False,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,30,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,BORDERLINE_MOMENTUM; H2_SINGLE_MONTH_SPIKE; NO_FEB_GMV (Feb unconfirmed),Draft ready (not sent),NUR_REPEAT,"Hi {first_name},

Thanks for your recent orders with Fleek. A quick reminder that you can browse bundles in the app whenever you're ready for your next buy. If there's something particular you're after, just reply to this message and we'll be happy to help.

Best,
{sender_name}",,,,,Light-touch repeat buyer,Recently Active,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,BASELINE,BASELINE,073e91fed835
ACC-231,P4,Tail,416,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,False,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,30,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_REPEAT,"Hi {first_name},

Thanks for your recent orders with Fleek. A quick reminder that you can browse bundles in the app whenever you're ready for your next buy. If there's something particular you're after, just reply to this message and we'll be happy to help.

Best,
{sender_name}",,,,,Light-touch repeat buyer,No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,BASELINE,BASELINE,414d0d5121bb
ACC-232,P4,Tail,399,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,False,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,60,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_DORMANT,"Hi {first_name},

Whenever you're planning your next stock buy, you can browse bundles on the Fleek app at any time. If you're looking for something specific, reply to this message and we'll do our best to help you find it. No pressure, just a friendly reminder that we're here.

Best,
{sender_name}",,,,,Dormant,No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,BASELINE,BASELINE,b5cfa22bc5c2
ACC-233,P4,Tail,395,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,False,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,30,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_ENGAGED,"Hi {first_name},

If you've found items on Fleek that you like, you can check out directly from the product page, or use Make an Offer if the price doesn't quite work for you. If something is holding you back from ordering, reply here and let us know, as we'd be glad to help.

Best,
{sender_name}",,,,,"Engaged, not converting",No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,BASELINE,BASELINE,ce026434ec4e
ACC-234,P4,Tail,393,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,False,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,30,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,FEB_SENSITIVE; LOW_CONFIDENCE,Draft ready (not sent),NUR_NEW,"Hi {first_name},

Thanks for ordering with Fleek. As you get started, you can browse available stock in the app whenever suits you, and use Make an Offer if a price doesn't quite work. If you're looking for something specific, reply here and we'll help.

Best,
{sender_name}",,,,,New customer onboarding,Recently Active,New Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,BASELINE,BASELINE,413a9e9197ee
ACC-235,P4,Tail,384,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,False,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,30,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,NO_FEB_GMV (Feb unconfirmed); LOW_CONFIDENCE,Draft ready (not sent),NUR_NEW,"Hi {first_name},

Thanks for ordering with Fleek. As you get started, you can browse available stock in the app whenever suits you, and use Make an Offer if a price doesn't quite work. If you're looking for something specific, reply here and we'll help.

Best,
{sender_name}",,,,,New customer onboarding,Recently Active,New Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,BASELINE,BASELINE,78ad33491e60
ACC-236,P4,Tail,371,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,False,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,30,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,NO_FEB_GMV (Feb unconfirmed); LOW_CONFIDENCE,Draft ready (not sent),NUR_NEW,"Hi {first_name},

Thanks for ordering with Fleek. As you get started, you can browse available stock in the app whenever suits you, and use Make an Offer if a price doesn't quite work. If you're looking for something specific, reply here and we'll help.

Best,
{sender_name}",,,,,New customer onboarding,Recently Active,New Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,BASELINE,BASELINE,0e32789858d7
ACC-237,P4,Tail,371,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,False,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,30,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,NO_FEB_GMV (Feb unconfirmed); LOW_CONFIDENCE,Draft ready (not sent),NUR_NEW,"Hi {first_name},

Thanks for ordering with Fleek. As you get started, you can browse available stock in the app whenever suits you, and use Make an Offer if a price doesn't quite work. If you're looking for something specific, reply here and we'll help.

Best,
{sender_name}",,,,,New customer onboarding,Recently Active,New Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,BASELINE,BASELINE,43ef44026794
ACC-238,P4,Tail,353,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,False,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,30,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,NO_FEB_GMV (Feb unconfirmed); LOW_CONFIDENCE,Draft ready (not sent),NUR_NEW,"Hi {first_name},

Thanks for ordering with Fleek. As you get started, you can browse available stock in the app whenever suits you, and use Make an Offer if a price doesn't quite work. If you're looking for something specific, reply here and we'll help.

Best,
{sender_name}",,,,,New customer onboarding,Recently Active,New Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,BASELINE,BASELINE,a5698e9d2cda
ACC-239,P4,Tail,345,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,False,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,60,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_DORMANT,"Hi {first_name},

Whenever you're planning your next stock buy, you can browse bundles on the Fleek app at any time. If you're looking for something specific, reply to this message and we'll do our best to help you find it. No pressure, just a friendly reminder that we're here.

Best,
{sender_name}",,,,,Dormant,No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,BASELINE,BASELINE,0cec226abbae
ACC-240,P4,Tail,337,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,False,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,30,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,NO_FEB_GMV (Feb unconfirmed); LOW_CONFIDENCE,Draft ready (not sent),NUR_NEW,"Hi {first_name},

Thanks for ordering with Fleek. As you get started, you can browse available stock in the app whenever suits you, and use Make an Offer if a price doesn't quite work. If you're looking for something specific, reply here and we'll help.

Best,
{sender_name}",,,,,New customer onboarding,Recently Active,New Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,BASELINE,BASELINE,33f61a831ce8
ACC-241,P4,Tail,336,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,False,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,60,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_DORMANT,"Hi {first_name},

Whenever you're planning your next stock buy, you can browse bundles on the Fleek app at any time. If you're looking for something specific, reply to this message and we'll do our best to help you find it. No pressure, just a friendly reminder that we're here.

Best,
{sender_name}",,,,,Dormant,No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,BASELINE,BASELINE,8c4dc46cd074
ACC-242,P4,Tail,332,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,False,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,30,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,NO_FEB_GMV (Feb unconfirmed); LOW_CONFIDENCE,Draft ready (not sent),NUR_NEW,"Hi {first_name},

Thanks for ordering with Fleek. As you get started, you can browse available stock in the app whenever suits you, and use Make an Offer if a price doesn't quite work. If you're looking for something specific, reply here and we'll help.

Best,
{sender_name}",,,,,New customer onboarding,Recently Active,New Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,BASELINE,BASELINE,7e57d7281d15
ACC-243,P4,Tail,322,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,False,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,30,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,NO_FEB_GMV (Feb unconfirmed); LOW_CONFIDENCE,Draft ready (not sent),NUR_NEW,"Hi {first_name},

Thanks for ordering with Fleek. As you get started, you can browse available stock in the app whenever suits you, and use Make an Offer if a price doesn't quite work. If you're looking for something specific, reply here and we'll help.

Best,
{sender_name}",,,,,New customer onboarding,Recently Active,New Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,BASELINE,BASELINE,46698e4c9086
ACC-244,P4,Tail,316,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,False,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,60,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_DORMANT,"Hi {first_name},

Whenever you're planning your next stock buy, you can browse bundles on the Fleek app at any time. If you're looking for something specific, reply to this message and we'll do our best to help you find it. No pressure, just a friendly reminder that we're here.

Best,
{sender_name}",,,,,Dormant,No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,BASELINE,BASELINE,43c32c95f95b
ACC-245,P4,Tail,312,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,False,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,60,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_DORMANT,"Hi {first_name},

Whenever you're planning your next stock buy, you can browse bundles on the Fleek app at any time. If you're looking for something specific, reply to this message and we'll do our best to help you find it. No pressure, just a friendly reminder that we're here.

Best,
{sender_name}",,,,,Dormant,No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,BASELINE,BASELINE,121061ba0610
ACC-246,P4,Tail,308,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,False,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,30,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,FEB_SENSITIVE; LOW_CONFIDENCE,Draft ready (not sent),NUR_NEW,"Hi {first_name},

Thanks for ordering with Fleek. As you get started, you can browse available stock in the app whenever suits you, and use Make an Offer if a price doesn't quite work. If you're looking for something specific, reply here and we'll help.

Best,
{sender_name}",,,,,New customer onboarding,Recently Active,New Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,BASELINE,BASELINE,50d3f2ca43ec
ACC-247,P4,Tail,304,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,False,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,30,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,NO_FEB_GMV (Feb unconfirmed); LOW_CONFIDENCE,Draft ready (not sent),NUR_NEW,"Hi {first_name},

Thanks for ordering with Fleek. As you get started, you can browse available stock in the app whenever suits you, and use Make an Offer if a price doesn't quite work. If you're looking for something specific, reply here and we'll help.

Best,
{sender_name}",,,,,New customer onboarding,Recently Active,New Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,BASELINE,BASELINE,c432a6ed9894
ACC-248,P4,Tail,303,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,False,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,60,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_DORMANT,"Hi {first_name},

Whenever you're planning your next stock buy, you can browse handpicked stock on the Fleek app at any time. If you're looking for something specific, reply to this message and we'll do our best to help you find it. No pressure, just a friendly reminder that we're here.

Best,
{sender_name}",,,,,Dormant,No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,BASELINE,BASELINE,3eed98a78375
ACC-249,P4,Tail,298,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,False,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,60,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_DORMANT,"Hi {first_name},

Whenever you're planning your next stock buy, you can browse bundles on the Fleek app at any time. If you're looking for something specific, reply to this message and we'll do our best to help you find it. No pressure, just a friendly reminder that we're here.

Best,
{sender_name}",,,,,Dormant,No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,BASELINE,BASELINE,c8d4829c2cd8
ACC-250,P4,Tail,294,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,False,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,60,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_DORMANT,"Hi {first_name},

Whenever you're planning your next stock buy, you can browse bundles on the Fleek app at any time. If you're looking for something specific, reply to this message and we'll do our best to help you find it. No pressure, just a friendly reminder that we're here.

Best,
{sender_name}",,,,,Dormant,No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,BASELINE,BASELINE,a405b65d81e0
ACC-251,P4,Tail,281,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,False,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,60,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_DORMANT,"Hi {first_name},

Whenever you're planning your next stock buy, you can browse handpicked stock on the Fleek app at any time. If you're looking for something specific, reply to this message and we'll do our best to help you find it. No pressure, just a friendly reminder that we're here.

Best,
{sender_name}",,,,,Dormant,No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,BASELINE,BASELINE,0af2daa28eec
ACC-252,P4,Tail,279,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,False,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,30,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,FEB_SENSITIVE; LOW_CONFIDENCE,Draft ready (not sent),NUR_NEW,"Hi {first_name},

Thanks for ordering with Fleek. As you get started, you can browse available stock in the app whenever suits you, and use Make an Offer if a price doesn't quite work. If you're looking for something specific, reply here and we'll help.

Best,
{sender_name}",,,,,New customer onboarding,Recently Active,New Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,BASELINE,BASELINE,e03f850245c4
